id,title,tagline,release_date,genres,belongs_to_collection,original_language,budget_musd,revenue_musd,production_companies,production_countries,vote_count,vote_average,popularity,runtime,overview,spoken_languages,poster_path,cast,cast_size,crew_size,director
13203,Son in Law,He's a relative nightmare.,1993-07-02,Comedy|Drama|Romance,,en,,36.4482,Hollywood Pictures,United States of America,81.0,5.6,9.122717999999999,95.0,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",English,<img src='http://image.tmdb.org/t/p/w185//dJ5FD1TEBgdfJUluMpELrWaUUl1.jpg' style='height:100px;'>,Pauly Shore|Carla Gugino|Lane Smith|Tiffani Thiessen|Cindy Pickett|Mason Adams|Patrick Renna|Dennis Burkley|Dan Gauthier,9,3,Steve Rash
10442,So I Married an Axe Murderer,The honeymoon was killer.,1993-07-30,Comedy|Crime|Romance,,en,20.0,11.585483,TriStar Pictures,United States of America,131.0,6.1,8.051914,93.0,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",Pусский|English,<img src='http://image.tmdb.org/t/p/w185//wMr6ZjfOnCHOA9Qm3jvo0e7nzfx.jpg' style='height:100px;'>,Mike Myers|Nancy Travis|Anthony LaPaglia|Amanda Plummer|Brenda Fricker|Charles Grodin|Phil Hartman|Debi Mazar|Steven Wright|Michael Richards|Mike Hagerty|Alan Arkin|Patrick Bristow|Cintra Wilson|Al Nalbandian|George F. Mauricio|Kiki Douveas|Marla Sokoloff,18,9,Thomas Schlamme
11074,Striking Distance,"They shouldn't have put him in the water, if they didn't want him to make waves.",1993-09-17,Crime|Action|Mystery|Thriller,,en,3e-05,,Columbia Pictures Industries|Columbia Films S.A.,United States of America,223.0,5.4,13.390917000000002,102.0,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",English,<img src='http://image.tmdb.org/t/p/w185//1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg' style='height:100px;'>,Bruce Willis|Sarah Jessica Parker|Dennis Farina|Tom Sizemore|Brion James|Robert Pastorelli|Timothy Busfield|John Mahoney|Andre Braugher|Tom Atkins|Jeffrey J. Stephen,11,8,Rowdy Herrington
33367,Harem,,1985-11-20,History|Drama|Romance,,en,,,,,4.0,4.0,1.825468,113.0,"Diane is a sophisticated trainee on the New York Stock Exchange who is suddenly kidnapped and held captive in a North African desert hideaway by Selim, an Arab mogul.",English,<img src='http://image.tmdb.org/t/p/w185//4aePCofp0Jh7QOON7ztHP0pqLBV.jpg' style='height:100px;'>,Nastassja Kinski|Ben Kingsley|Zohra Sehgal|Dennis Goldson|Michel Robin|Juliette Simpson|Rosanne Katon,7,7,Arthur Joffé
9607,Super Mario Bros.,This Ain't No Game.,1993-05-28,Adventure|Comedy|Family|Fantasy,,en,48.0,20.915465,Hollywood Pictures|Cinergi Pictures Entertainment|Allied Filmmakers|Walt Disney|Nintendo,United Kingdom|United States of America,236.0,4.0,7.198455,104.0,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",English,<img src='http://image.tmdb.org/t/p/w185//pmw9E5bDvC2vGCjPhWvkhdyqrdB.jpg' style='height:100px;'>,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens|Richard Edson|Fiona Shaw|Mojo Nixon|Lance Henriksen|Dan Castellaneta,10,11,Annabel Jankel
17585,Surviving the Game,The ultimate manhunt.,1994-04-15,Action|Adventure|Thriller|Crime,,en,7.4,7.690013,New Line Cinema,United States of America,53.0,6.1,3.6446410000000014,96.0,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,English,<img src='http://image.tmdb.org/t/p/w185//wRtpJFGney5gqHmMb3JjT5WN3FH.jpg' style='height:100px;'>,Ice-T|Rutger Hauer|Charles S. Dutton|Gary Busey|John C. McGinley|F. Murray Abraham|William McNamara,7,2,Ernest R. Dickerson
9057,Terminal Velocity,It's not the fall that kills you...,1994-09-23,Action|Thriller,,en,50.0,16.4789,Hollywood Pictures|PolyGram Filmed Entertainment|Interscope Communications|Nomura Babcock & Brown,United States of America,82.0,5.0,8.012225,102.0,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,English,<img src='http://image.tmdb.org/t/p/w185//mMWT5lHzHbcb0ND4ElRXbkx2tAe.jpg' style='height:100px;'>,Charlie Sheen|Nastassja Kinski|James Gandolfini|Christopher McDonald|Brooke Langton|Gary Bullock|Melvin Van Peebles,7,10,Deran Sarafian
20967,Thirty Two Short Films About Glenn Gould,The sound of genius.,1993-11-26,Drama|Music,,en,,,Rhombus Media,Finland|Canada|Netherlands|Portugal,9.0,7.4,0.8730680000000001,93.0,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",Français|English,<img src='http://image.tmdb.org/t/p/w185//pv5lVS7tGkbM2MFufnBqnwVgaix.jpg' style='height:100px;'>,Colm Feore|Derek Keurvorst|Derek Keurvorst|Katya Ladan|Joshua Greenblatt|Sean Ryan,6,3,François Girard
10635,Threesome,One girl. Two guys. Three possibilities.,1994-04-08,Comedy|Drama|Family|Romance,,en,,,TriStar Pictures|Motion Picture Corporation of America (MPCA),United States of America,57.0,6.3,10.82236,93.0,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex.",English,<img src='http://image.tmdb.org/t/p/w185//w5FpBO6WjUkndniuQEWtLsj5oJY.jpg' style='height:100px;'>,Josh Charles|Stephen Baldwin|Lara Flynn Boyle|Alexis Arquette|Martha Gehman|Mark Arnold,6,6,Andrew Fleming
9479,The Nightmare Before Christmas,A ghoulish tale with wicked humor & stunning animation.,1993-10-09,Fantasy|Animation|Family,,en,18.0,75.63440899999998,Tim Burton Productions|Skellington Productions Inc.|Touchstone Pictures,United States of America,2135.0,7.6,17.730913,76.0,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",English,<img src='http://image.tmdb.org/t/p/w185//e4pZZR1SZByveyWczQBmiXJ0lXP.jpg' style='height:100px;'>,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix|Paul Reubens|Ken Page|Edward Ivory|Kerry Katz|Carmen Twillie|Randy Crenshaw|Debi Durst|Glenn Walters|Sherwood Ball|Greg Proops|Tim Burton,16,35,Henry Selick
10057,The Three Musketeers,All for one and one for all!,1993-11-11,Action|Adventure|Comedy,,en,30.0,53.898845,Walt Disney Pictures|Caravan Pictures,United States of America|Austria,219.0,6.2,6.34785,105.0,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",English,<img src='http://image.tmdb.org/t/p/w185//mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg' style='height:100px;'>,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell|Oliver Platt|Tim Curry|Rebecca De Mornay|Gabrielle Anwar|Michael Wincott|Paul McGann|Julie Delpy|Hugh O'Conor,11,54,Stephen Herek
11969,Tombstone,Justice is coming.,1993-12-25,Action|Adventure|Drama|History|Western,,en,25.0,56.505065,Hollywood Pictures|Cinergi Pictures Entertainment,United States of America,632.0,7.4,11.338194,130.0,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",English|Latin|Español,<img src='http://image.tmdb.org/t/p/w185//yeik25zBwLOlUWIZIiW3KsSH71Q.jpg' style='height:100px;'>,"Kurt Russell|Val Kilmer|Sam Elliott|Bill Paxton|Powers Boothe|Michael Biehn|Charlton Heston|Jason Priestley|Jon Tenney|Stephen Lang|Thomas Haden Church|Dana Delany|Paula Malcomson|Lisa Collins|Dana Wheeler-Nicholson|Joanna Pacula|Michael Rooker|Harry Carey, Jr.|Billy Bob Thornton|Tomas Arana|Pat Brady|Paul Ben-Victor|John Philbin|Robert John Burke|Billy Zane|Wyatt Earp|John Corbett|Bo Greigh|Forrie J. Smith|Peter Sherayko|Buck Taylor|Terry O'Quinn|Charles Schneider|Gary Clarke|Frank Stallone|Stephen C. Foster|Grant James|Cecil Hoffman|Sanford Gibbons|Robert Mitchum|Christopher Mitchum|Michelle Beauchamp",42,57,George P. Cosmatos
41590,Trial by Jury,"For one juror, the question of guilt or innocence is a matter of life or death... her own.",1994-09-09,Drama|Action|Thriller,,en,,,Warner Bros.|Morgan Creek Productions,United States of America,5.0,5.5,0.8558600000000001,107.0,"Valerie is a juror in the trail of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",English,<img src='http://image.tmdb.org/t/p/w185//uYVGv35bMH7MybbfvWHEC9xQDMY.jpg' style='height:100px;'>,William Hurt|Joanne Whalley|Gabriel Byrne|Armand Assante|Kathleen Quinlan|Margaret Whitton|Ed Lauter|Richard Portnow|Lisa Arrindell|Jack Gwaltney|Graham Jarvis|William R. Moses|Joe Santos,13,17,Heywood Gould
319,True Romance,"Stealing, Cheating, Killing. Who said romance was dead?",1993-09-09,Action|Thriller|Crime|Romance,,en,12.5,12.281551,Davis-Films|August Entertainment|Warner Bros.|Morgan Creek Productions,United States of America,762.0,7.5,17.189328,120.0,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",English|Italiano,<img src='http://image.tmdb.org/t/p/w185//AqlPzcILRi0IW0JodKp7pMMNEFt.jpg' style='height:100px;'>,Christian Slater|Patricia Arquette|Michael Rapaport|Bronson Pinchot|Gary Oldman|Dennis Hopper|Christopher Walken|Brad Pitt|Tom Sizemore|Samuel L. Jackson|Saul Rubinek|James Gandolfini|Frank Adonis|Paul Bates|Val Kilmer|Chris Penn|Anna Levine|Eric Allan Kramer|Conchata Ferrell|Victor Argo|Said Faraj|Gregory Sporleder|Maria Pitillo|Kevin Corrigan|Paul Ben-Victor|Michael Beach|Joe D'Angerio|John Bower|John Cenatiempo|Patrick John Hurley|Dennis Garber|Scott Evers|Hilary Klym|Steve Gonzales|Laurence Mason|David Dean|April Freeman|Ed Lauter|Enzo Rossi|Nancy Young,40,39,Tony Scott
26408,The War Room,They Changed The Way Campaigns Are Won,1993-12-05,Documentary|History,,en,,,,United States of America,19.0,7.3,1.273617,96.0,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",English,<img src='http://image.tmdb.org/t/p/w185//prfxsyG4SnlnqqulavCJ4RksFUA.jpg' style='height:100px;'>,James Carville|George Stephanopoulos|Heather Beckel|Paul Begala|Bob Boorstin,5,7,D.A. Pennebaker
15139,The Pagemaster,All The Adventure Your Imagination Can Hold.,1994-11-23,Fantasy|Science Fiction|Family|Animation,,en,27.0,13.670688,Twentieth Century Fox Film Corporation|Turner Pictures (I),United States of America,178.0,6.2,7.436000999999999,80.0,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",Dansk|English|Français|Deutsch|Español,<img src='http://image.tmdb.org/t/p/w185//A8K1TRCaGCx1jz0Xcpt5If6DeAM.jpg' style='height:100px;'>,Macaulay Culkin|Christopher Lloyd|Patrick Stewart|Whoopi Goldberg|Canan J. Howell|Alexis Kirschner|Jessica Kirschner|Guy Mansker|Brandon S. McKay|Ed Begley Jr.|Mel Harris|Frank Welker|Leonard Nimoy|George Hearn|Dorian Harewood|Ed Gilbert|Richard Erdman|Fernando Escandon|Robert Picardo|Phil Hartman|Jim Cummings|B. J. Ward,22,22,Joe Johnston
161158,"Paris, France",,1994-02-04,Drama|Comedy,,en,,,Téléfilm Canada|The Ontario Film Development Corporation|Alliance Communications Corporation,Canada,2.0,6.0,0.741522,112.0,A writer has torrid fantasy affairs with young men.,English,<img src='http://image.tmdb.org/t/p/w185//d8F8Wq7kSWrzrgGL86Kin5kPMdy.jpg' style='height:100px;'>,Leslie Hope|Peter Outerbridge|Victor Ertmanis|Dan Lett|Raoul Max Trujillo|Patricia Ciccoritti,6,8,Jerry Ciccoritti
85247,Killer,You only hurt the one you love.,1994-09-14,Thriller|Drama|Romance,,en,,,Republic Pictures (II)|Keystone Film Company (II),United Kingdom|United States of America|Canada,2.0,3.0,0.422224,97.0,"This lyrical, modern-day film noir finds cynical hit man Mick (Anthony LaPaglia) tiring of his job and asking his boss, mob kingpin George (Peter Boyle), for time off. George gives him the assignment of his life, however, prompting Mick's soul-searching to reach new heights. Mick is asked to kill the sultry Fiona (Mimi Rogers), who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",English,<img src='http://image.tmdb.org/t/p/w185//nKEwcGrTl0kWcFQlbrhciP8wYtK.jpg' style='height:100px;'>,Anthony LaPaglia|Mimi Rogers|Matt Craven|Peter Boyle|Monika Schnarre|Joseph Maher,6,3,Mark Malone
11446,Welcome to the Dollhouse,Not all girls want to play with dolls.,1995-05-24,Comedy|Drama,,en,,,,United States of America,103.0,6.9,5.14056,88.0,An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,English,<img src='http://image.tmdb.org/t/p/w185//cT468DLRkmd5mIdzGSvaDVEP7VC.jpg' style='height:100px;'>,Heather Matarazzo|Victoria Davis|Christina Brucato|Christina Vidal|Siri Howard|Brendan Sexton III|Daria Kalinina|Matthew Faber|Ken Leung|Josiah Trager|Bill Buell|Eric Mabius|Stacey Moseley|Will Lyman,14,7,Todd Solondz
51980,Germinal,Who needs God and Heaven? We can change this lousy world.,1993-09-29,Drama|Romance,,en,,,Renn Productions|France 2 Cinéma|DD Productions,Belgium|France|Italy,43.0,6.3,2.759302,160.0,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",Français,<img src='http://image.tmdb.org/t/p/w185//iEDH8xmYdMnDDTxfbIZvcEO8Fs9.jpg' style='height:100px;'>,Miou-Miou|Gérard Depardieu|Renaud|Jean Carmet|Judith Henry|Jean-Roger Milo|Laurent Terzieff|Bernard Fresson|Jean-Pierre Bisson|Jacques Dacqmine|Anny Duperey|Frédéric van den Driessche|Annick Alane|Pierre Lafont|Yolande Moreau|Gérard Croce,16,4,Claude Berri
24405,Chasers,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,1994-04-22,Comedy|Romance,,en,,1.5966870000000002,Warner Bros.|Morgan Creek Productions,United States of America,22.0,4.7,9.85327,102.0,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",English,<img src='http://image.tmdb.org/t/p/w185//szCWtCtdRQ3EuHmi6Qln5lBD4Ef.jpg' style='height:100px;'>,Tom Berenger|William McNamara|Эрика Элениак|Crispin Glover|Matthew Glave|Grand L. Bush|Dean Stockwell|Bitty Schram|Gary Busey|Seymour Cassel|Frederic Forrest|Marilu Henner|Dennis Hopper|Scott Marlowe|Jim Grimshaw,15,17,Dennis Hopper
11655,Cronos,,1993-09-12,Drama|Horror|Thriller,,en,,,CNCAIMC,Mexico,153.0,6.4,5.513024,94.0,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",English|Español,<img src='http://image.tmdb.org/t/p/w185//zNCkqBm8dJnGjBxL3trSwIjnk28.jpg' style='height:100px;'>,Federico Luppi|Ron Perlman|Claudio Brook|Margarita Isabel|Tamara Shanath|Mario Iván Martínez,6,7,Guillermo del Toro
11800,Naked in New York,,1993-11-10,Comedy|Romance,,en,,,Fine Line Features|Some Film,United States of America,3.0,4.0,0.449733,95.0,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",English,<img src='http://image.tmdb.org/t/p/w185//gAufFGm2Qly8TYrhy4me9X35B7m.jpg' style='height:100px;'>,Eric Stoltz|Mary-Louise Parker|Ralph Macchio|Tony Curtis|Jill Clayburgh|Timothy Dalton|Whoopi Goldberg|Kathleen Turner|Calista Flockhart|Lisa Gay Hamilton|Griffin Dunne|Chris Noth|Lynne Thigpen|Roscoe Lee Browne,14,12,Daniel Algrant
8223,Kika,,1993-10-28,Comedy|Drama,,es,,,CiBy 2000|El Deseo S.A.,France|Spain,58.0,6.8,3.647321,117.0,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",Español,<img src='http://image.tmdb.org/t/p/w185//jUEBKaMqcvrz0HHF8Cei8asjRWr.jpg' style='height:100px;'>,Verónica Forqué|Victoria Abril|Peter Coyote|Rossy de Palma|Àlex Casanovas|Santiago Lajusticia|Bibiana Fernández|Anabel Alonso|Jesús Bonilla|Karra Elejalde|Francisca Caballero|Mónica Bardem|Blanca Li|Claudia Aros|Joaquín Climent,15,5,Pedro Almodóvar
14587,Bhaji on the Beach,,1994-01-21,Comedy|Drama,,en,,,Channel 4 Television,United Kingdom,10.0,5.1,0.4415850000000001,100.0,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",English|हिन्दी,<img src='http://image.tmdb.org/t/p/w185//3J5XZgf0NsvTumKMXMqPz5dNhfY.jpg' style='height:100px;'>,Kim Vithana|Jimmi Harkishin|Sarita Khajuria|Akbar Kurtha|Mo Sesay|Lalita Ahmed|Shaheen Khan|Zohra Sehgal|Amer Chadha-Patel|Nisha Nayar|Renu Kochar|Surendra Kochar|Souad Faress|Tanveer Ghani|Peter Cellier|Rudolph Walker|Fraser James|Dean Gatiss|Hugo Speer|Gurdial Sira|Shireen Shah|Martin Greenwood|Badi Uzzaman|Ash Varrez|Judith David|Karen V. James|Shad Ali,27,3,Gurinder Chadha
31504,Little Big League,Major League is about to experience a minor problem . . . . . . he's 12-years-old.,1994-06-29,Comedy|Family,,en,,,Columbia Pictures|Castle Rock Entertainment,United States of America,20.0,6.0,1.960563,119.0,"The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",English,<img src='http://image.tmdb.org/t/p/w185//bch2eAwnwcs8k7ClaOg7uNoowqZ.jpg' style='height:100px;'>,Luke Edwards|Timothy Busfield|John Ashton|Dennis Farina|Jonathan Silverman|Jason Robards|Kevin Dunn,7,4,Andrew Scheinman
41653,The Slingshot,"If growing up were easy, everybody would do it.",1993-09-24,Drama,,sv,,,SVT Drama|Nordisk Film|Svensk Filmindustri (SF)|Svenska Filminstitutet (SFI),Denmark|Sweden,10.0,6.2,1.7645819999999999,102.0,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",svenska,<img src='http://image.tmdb.org/t/p/w185//fpM1vevbW0jUrWM4pSSTQUHCA9k.jpg' style='height:100px;'>,Stellan Skarsgård|Jesper Salén|Basia Frydman|Niclas Olund|Ernst-Hugo Järegård|Reine Brynolfsson|Frida Hallgren|Axel Düberg|Ing-Marie Carlsson|Ernst Günther|Roland Hedlund|Tomas Norström|Heinz Hopf|Margreth Weivers|Carl Magnus Dellow|Rolf Lassgård,16,4,Åke Sandgren
53185,Wide Eyed and Legless,,1993-09-05,TV Movie|Drama|Romance|Comedy,,en,,,,,0.0,,0.00015,102.0,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",English,<img src='http://image.tmdb.org/t/p/w185//iP2WwrkkdZPN34y7phWTJx9N3LE.jpg' style='height:100px;'>,Julie Walters|Jim Broadbent|Thora Hird|Sian Thomas|Andrew Lancel|Moya Brady|Anastasia Mulrooney|Angela Walsh|Ann Rye|Francesca Cox|Andrew Nicholson|Peter Whitfield|Joanna McCallum|Martin Wenner|Candida Rundle|Dinah Handley|Adrian Schiller|Viv Warentz|Andy Rashleigh|Graham Turner|Carry Clubb|Vinny Dhillon|Saima Chaudry|Diane Parish|Donna Lythgoe|Perry Fenwick|Christopher Penney|Paul Codman|David J Nichols|Malcolm Raeburn|Ashley Artus|Ellen Sheean,32,8,Richard Loncraine
95743,Foreign Student,,1994-07-29,Drama|Romance,,en,,,,,0.0,,0.0027890000000000002,90.0,A French football playing exchange student falls in love.,English,<img src='http://image.tmdb.org/t/p/w185//4sObGxR5CNh42qi7Jjv0I8ygF8G.jpg' style='height:100px;'>,Robin Givens|Marco Hofschneider|Rick Johnson|Charlotte Ross|Edward Herrmann|Jack Coleman|Charles S. Dutton|Hinton Battle|Ruth Williamson|Michael Reilly Burke,10,10,Eva Sereny
23637,"Ciao, Professore!","Ciao, Professore!",1992-10-01,Comedy|Foreign,,en,,,,Italy,74.0,7.2,3.456868,100.0,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",Italiano,<img src='http://image.tmdb.org/t/p/w185//bwjmjCQBSwwXskE5pNMJfApZBl3.jpg' style='height:100px;'>,Paolo Villaggio|Gigio Morra|Paolo Bonacelli,3,5,Lina Wertmüller
17600,Spanking the Monkey,A gripping comedy about letting go.,1994-01-15,Comedy|Drama,,en,0.2,,Fine Line Features|Swelter Films|Buckeye Films,United States of America,29.0,5.3,2.799575,106.0,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",English,<img src='http://image.tmdb.org/t/p/w185//DCSeMtUJ6oKZVHsaTBOfsmoYoO.jpg' style='height:100px;'>,Jeremy Davies|Benjamin Hendrickson|Alberta Watson|Carla Gallo|Matthew Puckett|Judette Jones|Zak Orth|Josh Philip Weinstein|Judah Domke|Lleana Stratton|Richard Husson,11,8,David O. Russell
10897,The Little Rascals,Mischief loves company,1994-08-05,Romance|Comedy|Family,,en,,67.30828199999999,Universal Pictures|Amblin Entertainment|King World Entertainment,United States of America,214.0,6.3,6.707109,82.0,"Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",English,<img src='http://image.tmdb.org/t/p/w185//qI7PKX2JSw4yD2iQm3pyHvKir28.jpg' style='height:100px;'>,Bug Hall|Travis Tedford|Brittany Ashton Holmes|Whoopi Goldberg|Daryl Hannah|Mel Brooks|Ashley Olsen|Mary-Kate Olsen|Raven-Symoné|Donald Trump|Kevin Jamal Woods|Jordan Warkol|Zachary Mabry|Ross Bagley|Courtland Mead|Sam Saletta|Blake Jeremy Collins|Blake McIver Ewing|Juliette Brewer|Reba McEntire|Lea Thompson|Miles Marsico|Vincent Berry|Joseph Ashton|Heather Karasek|Alexandra Monroe King|Katie Volding,27,13,Penelope Spheeris
349394,À la mode,,1993-09-10,Comedy,,en,,,,,0.0,,8.2e-05,82.0,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",,<img src='http://image.tmdb.org/t/p/w185//qbpjtFUPpYHtILQOLlgMImV1Cyo.jpg' style='height:100px;'>,Jean Yanne|Ken Higelin|Florence Darel,3,1,Rémy Duchemin
21352,Andre,The greatest adventure is finding your way home.,1994-08-17,Drama|Family|Adventure,,en,,,Paramount Pictures,United States of America,31.0,5.0,3.139316,94.0,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",English,<img src='http://image.tmdb.org/t/p/w185//7v7ZMZ8t6zpYqAit3v9RZPFvFH5.jpg' style='height:100px;'>,Tina Majorino|Keith Carradine|Chelsea Field|Keith Szarabajka|Joshua Jackson|Shane Meier|Aidan Pendleton,7,4,George T. Miller
68806,The Escort,,1993-01-01,Thriller|Crime|Drama,,it,,,,Italy,5.0,5.0,0.046196,92.0,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",Italiano,<img src='http://image.tmdb.org/t/p/w185//6yZoADfO79h6LhBoHgDEDySg4vH.jpg' style='height:100px;'>,Claudio Amendola|Carlo Cecchi|Enrico Lo Verso|Ricky Memphis|Tony Sperandeo|Ugo Conti|Leo Gullotta|Nunzia Greco|Francesca d'Aloja|Rita Savagnone,10,10,Ricky Tognazzi
